Movie Name,IMDb ID
Yeh Vaada Raha,tt0397742
Manzil (1979 film),null
Mitr My Friend,tt0292113
Koyelaanchal,tt3640942
Yeh Hai Bakrapur,tt3524410
Vijeta (1982 film),null
Sheesha (2005 film),null
Anamika (2008 film),null
Shortcut Romeo,tt2066062
Tere Mere Phere,tt1696191
Jai Veeru,tt1369669
Aah,nm1083404
Lootere,tt22015480
Aaghaaz,tt0254927
Kala Pani (1958 film),null
Amavas,tt8396186
Taxi Driver (1954 film),tt18708988
Caravan (1971 film),null
Bollywood Diaries,tt5216810
Life Ki Toh Lag Gayi,tt2327389
Neel Kamal (1968 film),null
Andaz (1971 film),tt18755540
7½ Phere,tt0120184
Aapko Pehle Bhi Kahin Dekha Hai,tt0348521
Zor,tt0095016
Dhund (2003 film),tt0967514
Joshilaay,tt0089382
Himmatwala (1983 film),null
Kyaa Dil Ne Kahaa,tt0327005
Rebellious Flower,tt4659548
Kuku Mathur Ki Jhand Ho Gayi,tt2998196
Insaniyat (1994 film),null
Aan,tt0044318
Dacait,tt0266439
Mumbai Matinee,tt0382188
Indrajeet,tt0102119
Train to Pakistan,tt0170704
Zindaggi Rocks,tt0823261
Is Raat Ki Subah Nahin,tt0308417
Heera Panna,tt0154578
Dulaara,tt0121232
Yeh Dil Aashiqanaa,tt0307682
Bin Bulaye Baraati,tt1947973
Kora Kagaz,tt0246740
Duvidha,tt0070009
Summer 2007,tt0497465
Dance Dance,nm0001097
Haal-e-Dil,tt1252488
Asli-Naqli,tt0244409
Kalicharan,tt0214832
Sohni Mahiwal (1984 film),tt0152509
Inquilaab (1984 film),null
Benaam (1974 film),null
Hyderabad Blues 2,tt0419828
Yeh Hai Mumbai Meri Jaan,tt0282268
Days of Tafree,tt5909308
Filhaal...,tt0307866
Dhanwan (1993 film),null
A Decent Arrangement,tt1704680
Rahul,nm3418510
Khamoshh... Khauff Ki Raat,tt0437279
Dhoop,tt13129104
Rafoo Chakkar,tt0155997
Do Raaste,tt0064241
Safari (1999 film),tt22431388
Chor Chor Super Chor,tt2337292
Yeh Kya Ho Raha Hai?,tt0338566
Kala Bazar,tt0053980
My Birthday Song,tt4335954
Jhootha Kahin Ka,tt8206760
Achanak (1998 film),null
Andolan (1995 film),null
Khushboo (1975 film),null
Nikaah,tt0158827
Split Wide Open,tt0215196
Vinashak – Destroyer,tt0130348
Benaam Badsha,tt0101432
Contract (2008 film),tt10642450
Out of Control (2003 film),tt0098308
Sweetiee Weds NRI,tt5544662
Kaalo,tt1808221
Red Swastik,tt1047519
Zindagi 50-50,tt2929840
Party (1984 film),tt7772712
Sachaa Jhutha,tt0148691
Phamous,tt8338746
Ghost (2012 film),tt14726856
Arzoo (1965 film),null
Apartment,tt0053604
Phir Teri Kahani Yaad Aayee,tt0156891
31st October,tt4386684
Enemmy,tt2941856
Daas Dev,tt4979110
Farishtay,tt0187004
Aabra Ka Daabra,tt1137434
Waah! Tera Kya Kehna,tt0339878
Tere Mere Sapne (1971 film),tt0067840
Khandhar,tt0085785
Shirdi Ke Sai Baba,tt0300475
Kaashi in Search of Ganga,tt7274806
Jung (1996 film),tt6493238
Gang,tt7661390
Aar Paar,tt22015488
Insaf Ka Tarazu,tt0080926
Laila Majnu (1976 film),null
Chhote Sarkar (1996 film),tt0338855
Shab,tt13920988
Beti No.1,tt0286504
Gulabi Gang,tt2196638
Waris Shah: Ishq Daa Waaris,tt0892113
Aar Ya Paar,tt22015488
Hawas (2004 film),tt27256253
Phool Aur Patthar,tt0139525
Koi Aap Sa,tt0488840
Purani Haveli,tt28779934
Tarkieb,tt0252038
Prem Kaa Game,tt1610418
Bachke Rehna Re Baba,tt0451639
Dost (1974 film),tt22462776
Santa Banta Pvt Ltd,tt2909396
Buddha Mil Gaya,tt0244443
Yugpurush,tt4219894
Banarasi Babu (1997 film),tt0118680
Mahakaal,tt0260155
Professor (1962 film),tt0468984
Paying Guest,tt0050829
Tera Kya Hoga Johnny,tt1221147
Prem Pratigyaa,tt0102705
A Flat,tt0988655
Godmother,tt0330859
Teri Meherbaniyan,tt0350195
Prem Deewane,tt0105166
Chacha Bhatija,tt0213544
Dear Friend Hitler,tt1980970
Saat Hindustani,tt0064915
Dil Pe Mat Le Yaar!!,tt0255120
Maximum,tt0091499
The Blueberry Hunt,tt2009592
Aag (1994 film),tt0109881
Khwahish,nm11534740
Manoranjan,tt0071811
Aap Ke Deewane,tt0178195
Jaisi Karni Waisi Bharnii,tt0373935
Silsila Hai Pyar Ka,tt0267928
Dreams (2006 film),tt11968450
Hum Chaar,tt9319812
Ram-Avtar,tt0095955
Papi Gudia,tt0267813
Khajoor Pe Atke,tt7260848
Prem,tt14993250
Ab Ke Baras,tt0321067
Raja Bhaiya,tt0385982
Amanush,tt0246420
Prem Pujari,tt0066241
Yahudi,tt0052411
Loha (1987 film),tt17299592
Green Card Fever,tt0292527
Vijay (1988 film),tt25305628
Bekhudi,tt15523028
Deedar (1951 film),null
Gone Kesh,tt10017956
Saath Saath,tt0216817
Mere Dost Picture Abhi Baki Hai,tt21438786
Aasha (1980 film),null
Krodh,tt0311413
Aan Milo Sajna,tt0178184
Shorgul,tt5752374
Mumbai Salsa,tt1127870
Jimmy (2008 film),tt1388320
Chhalia,tt0053708
Jeevan Mrityu,tt0156641
Dillagi (1978 film),null
Mr. Singh Mrs. Mehta,tt1646217
Yeh Dil,tt21362746
Sangraam,tt0293429
Ek Phool Do Mali,tt0214665
Baaghi (2000 film),null
Daddy (1989 film),tt29145609
Leader (1964 film),null
Aadmi (1968 film),null
Kala Bazaar,tt0097640
Muskaan,tt0409068
Aashirwad,tt0147855
Reshma Aur Shera,tt0067668
Kehtaa Hai Dil Baar Baar,tt0322936
Divya Shakti,tt0337613
Veerapandiya Kattabomman,tt0250803
Kitaab,tt0215907
Thodasa Roomani Ho Jaayen,tt0250043
Heer Raanjha,tt0148266
Bambai Ka Babu (1996 film),tt0172163
Wedding Pullav,tt4651394
Right Here Right Now,tt26455132
Achanak (1973 film),null
Balika Badhu (1976 film),tt0237022
Yeh Hai India,tt0114031
Souten,tt0348078
The Gentleman,nm0713267
Mumbai 125 KM,tt2691010
Victoria No. 203,tt0158331
Mere Mehboob,tt0266765
Raja Jani,tt0358063
Piya Ka Ghar,tt0158092
Chintu Ji,tt1135931
Raasaiyya,tt0318607
Papa Kehte Hai,tt0246839
Chingaari,tt0454429
Padmashree Laloo Prasad Yadav,tt0435259
Avishkaar,tt0156258
Dushmani: A Violent Love Story,tt0112916
Himmat (1996 film),null
Gharaonda,tt0150718
Blackmail (1973 film),tt27622617
Phhir,tt2023645
Parwana (1971 film),null
China Town (1962 film),tt1512746
Batwara,tt0096896
Dream Girl (1977 film),tt0198108
Sailaab (1990 film),null
Mantra (2016 film),tt22963064
Qatl,tt0302955
Gopi (1970 film),tt19380358
Hum Paanch,tt0816382
Platform (1993 film),null
Dushman (1971 film),null
Aastha: In the Prison of Spring,tt0229193
Global Baba,tt3590416
Ghar Ghar Ki Kahani (1988 film),tt0231646
Dilliwali Zaalim Girlfriend,tt2800452
Trikal,tt0090202
Kaash,tt0156691
Takkar (1995 film),null
Gair,tt0286640
Abdullah,tt0259170
Dil Ka Kya Kasoor,tt0193102
Dahek,tt0217351
Inkaar (1977 film),null
Howrah Bridge,tt0051747
Anubhav (1986 film),null
Main Krishna Hoon,tt1855268
Sahibaan,tt0108023
Miley Naa Miley Hum,tt2104937
Jugnu,tt0070253
Setters,tt9239772
Rang (1993 film),tt26689670
Ek Hi Raasta (1993 film),tt0106799
Sardari Begum,tt0286942
Krishna Aur Kans,tt2321492
Hum Dono (1995 film),null
Challo Driver,tt2251552
Pyaar Mein Twist,tt0439754
Hum Hain Kamaal Ke,tt0317680
Izzatdaar,tt0099869
Jaane Hoga Kya,tt0827714
Sooper Se Ooper,tt3005850
Surakshaa (1995 film),null
Via Darjeeling,tt1220718
Khatron Ke Khiladi (1988 film),tt0095440
Escape from Taliban,tt0312664
Ghar,tt21267694
Teen Devian,tt0274944
Amrapali,tt27669258
Yateem,tt0096477
Taj Mahal: An Eternal Love Story,tt0328503
Pyaar Mein Kabhi Kabhi,tt0275608
Bhagwaan Dada,tt0186871
Mere Jeevan Saathi (1972 film),tt0068938
Khamoshi (2019 film),null
Dil Tera Diwana (1996 film),tt0322027
Shaktiman (1993 film),null
Allauddinum Albhutha Vilakkum,tt0324977
What the Fish,tt3357416
Janwar (1965 film),null
Charas (1976 film),null
Immaan Dharam,tt0076177
Ajay (1996 film),tt28175952
Jurmana (1979 film),null
Anuradha (1960 film),null
Yudh,tt0090358
Balwaan,tt0103763
Diksha,nm14815060
Fareb (2005 film),tt11973002
Tum Se Achcha Kaun Hai,tt0318956
Rough Book,tt4358344
Pyar Kiye Jaa,tt0176075
Kabzaa,tt11364772
Kushti,tt1673411
The Making of the Mahatma,tt0200441
Dariya Dil,tt2557484
Super Model,tt13228678
Talash (1969 film),null
Krodhi,tt0214866
Baat Ban Jaye,tt0270219
Apna Asmaan,tt1073097
Bhakta Prahlada (1967 film),tt0247203
Red Rose (1980 film),tt2546480
Hawayein,tt0378025
Jeevan Ek Sanghursh,tt0104548
New Delhi Times,tt0089678
Jhuk Gaya Aasman,tt0290685
Saathi (1991 film),tt28176004
Apne Paraye,tt0157320
Anurodh,tt0268146
Mahaanta,tt0251194
Second Hand Husband,tt3948240
Shart: The Challenge,tt0410591
Daag (1952 film),null
Ajanabee (1974 film),null
Pyar Jhukta Nahin,tt0087958
Jagir,tt0157844
Jia Aur Jia,tt3338188
Muqabla (1993 film),null
Ishqeria,tt2802062
Ishq Hai Tumse,tt0392950
Angrakshak,tt0204823
Pestonjee,tt0095857
Amar (1954 film),tt0051190
Commando (1988 film),tt1869388
Dunno Y... Na Jaane Kyon,tt1742307
Des Pardes (1978 film),tt12418000
Parama,tt1732724
Ek Se Badhkar Ek (2004 film),tt0338959
Vardi,tt0100857
Machhli Jal Ki Rani Hai,tt2208248
Dongari Ka Raja,tt6046994
Hum Hai Raahi Car Ke,tt2100543
Dhool Ka Phool,tt0052736
Sangeet,tt0105313
Holiday (2006 film),tt15097516
Aitbaar,tt0088687
Milan (1967 film),tt21513298
Ishqedarriyaan,tt4610308
Laawaris (1999 film),null
Yeh Zindagi Ka Safar,tt0298607
Go (2007 film),tt0804452
Suno Sasurjee,tt0402606
Agar Tum Na Hote,tt0246413
Fuddu,tt3862004
Ramaa: The Saviour,tt1279105
Mohan Joshi Hazir Ho!,tt0087736
Naya Din Nai Raat,tt0156833
Rajkumar (1964 film),null
Aakhir Kyon?,tt0247910
Prem Kahani (1975 film),null
Aaj Ka Goonda Raaj,tt0247909
Inteha (2003 film),tt23267768
Gaman,nm0303646
Shukriya: Till Death Do Us Apart,tt0435390
Bees Saal Baad (1988 film),tt0055783
Uvaa,tt4541102
Aao Pyaar Karen (1994 film),tt0112269
Hastey Hastey,tt1079967
Sharmeelee,tt0067742
Jalwa,tt12747638
Gambler,tt2039393
Kohinoor (1960 film),null
Sixth Happiness,tt0051776
Naukar Biwi Ka,tt0232169
Bombai Ka Babu,tt0053629
Love in Tokyo,tt2772104
Yatra (2007 film),tt13272952
Pehchaan (1993 film),null
Khandan (1965 film),null
Noorie,tt27669298
Maha-Sangram,tt0100092
Nau Do Gyarah,tt0050757
Awaargi,tt0099076
Jugni (2016 film),tt13659462
Samraat,tt0265690
Qahar,tt0251356
Kis Kis Ki Kismat,tt0442799
Rajput,nm4736209
Ek Hi Bhool,tt0259996
Hifazat (1987 film),null
Andar Baahar,tt0086892
Khal-Naaikaa,tt0280832
Market (2003 film),tt4126610
Annarth,tt0338721
Dil Deke Dekho,tt0230141
The Train (1970 film),tt1033500
22 Yards,tt9496212
Badmashiyaan,tt4511416
Sapne Sajan Ke,tt0105315
Space Sheriff Gavan,tt0182637
Gehrayee,tt0259322
Jallaad,tt0113455
The Pink Mirror,tt0386499
Kabhi Na Kabhi,tt0116737
Tahkhana,tt0260411
Paisa Vasool,tt7188742
Police Public,tt0100384
Waaris (1988 film),tt0876447
Sargam (1979 film),null
Aadmi Aur Insaan,tt0158449
Chor Machaye Shor,tt0175530
Shabri,tt2032530
Bedardi,tt0358992
Shriman Shrimati,tt0379504
Ghaath,tt0213677
Ilaaka,tt0097563
Kisse Pyaar Karoon,tt0438894
Dobara,tt1562872
Prem Qaidi,tt0102706
Amrit,nm6659224
Ghazab,tt0359325
Dil Apna Aur Preet Parai,tt0053767
Navrang,tt0298078
Kucch Luv Jaisaa,tt1942905
Hey Bro,tt4512230
Solva Saal,tt6395848
Mehbooba (1976 film),null
Hukumat,tt0359440
Mujrim,tt0097926
Zulm Ki Hukumat,tt0390667
Ranbanka,tt5151622
Duniya (1984 film),null
Loafer (1973 film),null
Swami (1977 film),null
Kaamchor,tt0248125
Sanam Teri Kasam (1982 film),tt5255710
Kanoon Apna Apna,tt0097642
Kudrat (1998 film),null
Bhoot Unkle,tt0897413
Sadhu Aur Shaitaan,tt0063533
Dil Ek Mandir,tt0139157
Saraswatichandra,tt2764752
Vishwanath (1978 film),null
Jaan Tere Naam,tt0470381
Udhaar Ki Zindagi,tt0111537
Antham,tt0247931
Naseeb Apna Apna (1986 film),tt0260222
Tadipaar,tt0105515
Rokkk,tt1612573
Karma Aur Holi,tt0483701
Anand Ashram,tt0268141
Azaad (1955 film),tt21304064
Manchali,tt10840322
Bandook,tt2318401
Dharam Karam,tt0072870
Himalay Putra,tt0119295
Gurudev,tt24787322
Encounter: The Killing,tt0375733
Umbartha,tt0084840
Prince (1969 film),null
Sanjog (1972 film),null
Teesra Kaun,tt0059787
Badlapur Boys,tt2767712
Pankh,tt1124386
Patthar Ke Sanam,tt0176012
36 Ghante,tt0071307
Boxer (1984 film),tt21819160
Bhabhi (1991 film),null
Chehraa,tt0449870
Lakhon Ki Baat,tt0157917
Hindustan Ki Kasam,tt0207513
Jeete Hain Shaan Se,tt0361772
Desi Kattey,tt3877652
Karle Pyaar Karle,tt3465488
Aghaat,tt0177490
Anubhav (1971 film),null
Barsaat Ki Raat,tt0053637
Jagriti,tt0145851
Pratibandh,tt0100401
Raaj Tilak,tt0087975
Kissa Kursi Ka,tt0390732
Chori Mera Kaam,tt0246493
Taj Mahal (1963 film),null
Kohraa (1964),tt0058270
Sunny (1984 film),tt21819160
Aadmi Khilona Hai,tt0106221
Kaagaz Ke Fools,tt2962230
Doosra Aadmi,tt0301215
Allah Rakha,tt0090611
Saajan Ka Ghar,tt0173156
Showbiz,tt3197274
Nirdosh,tt7723022
Shagird,tt1828289
Gumrah (1963 film),null
Mehboob Ki Mehndi,tt0266757
Saaz,tt0122233
Ganga Ki Saugandh,tt2668938
The Guru (1969 film),nm0682775
Fareb (1996 film),tt28175976
Phool Bane Angaray,tt0363887
Adventures of Tarzan,tt0364049
Censor,tt10329614
Tarana (1951 film),null
Dastak (1970 film),null
Baat Ek Raat Ki,tt0055767
Suraj (1966 film),null
Jab Pyar Kisi Se Hota Hai,tt0230348
Kinara,tt0215902
Raaz (1967 film),null
Kasam Paida Karne Wale Ki,tt0362798
Gehri Chaal,tt0070097
Haathkadi (1995 film),null
Zamane Ko Dikhana Hai,tt16751542
Yehi Hai Zindagi,tt0276628
Phool Aur Angaar,tt0107821
Stumped,tt0357208
Dil Hi To Hai (1963 film),tt0056998
Ek Chadar Maili Si,tt0377845
Kab? Kyoon? Aur Kahan?,tt0271023
Bhram,tt10845722
Parakh (1960 film),null
Main Tulsi Tere Aangan Ki,tt0151466
27 Down,tt0071083
Gopichand Jasoos,tt0262446
Antarnaad,tt0155499
Bhrashtachar,tt0096922
2001: Do Hazaar Ek,tt0273045
Mrigayaa,tt0074926
Lal Patthar,tt0237395
Hava Aney Dey,tt0440463
Kaajal,tt0139398
Inaam Dus Hazaar,tt0361746
Gauri: The Unborn,tt0982875
Saansein,tt5933706
Genesis (1986 film),null
Parineeta (1953 film),null
Lalkaar,tt2637518
Hari-Bhari,tt0272651
Anth,nm13959595
Sarhad Paar,tt0476861
Hello Darling,tt1191118
Jai Santoshi Maa,tt0073191
Naaraaz,tt0113933
Doodh Ka Karz,tt0395519
Damul,tt0088986
Nauker (1979 film),null
Ayee Milan Ki Bela,tt0233147
Coffee Bloom,tt3666258
Kasauti,tt0071714
Aanch,tt0389726
Shreemaan Aashique,tt0227496
Humse Badhkar Kaun,tt0286707
Bal Bramhachari,tt0115616
Mad About Dance,tt3814100
Tohfa,tt0125556
Officer (2001 film),tt17920196
Ek Tha Raja,tt7937278
Jurm (1990 film),tt26236714
Dus Numbri,tt0359135
Return of Jewel Thief,tt0117470
Professor Pyarelal,tt0158122
Diwana (1967 film),null
Abodh,tt0090581
Motu Patlu: King of Kings,tt6278732
Ashanti (1982 film),null
Anita (1967 film),null
Guru (1989 film),tt29145609
Bluff Master (1963 film),tt0213524
Prithvi (1997 film),null
Jo Hum Chahein,tt2112978
Mirza Ghalib,tt0216000
Samadhi (1972 film),null
Arvind Desai Ki Ajeeb Dastaan,tt0077179
Apna Desh,tt0175448
Tumsa Nahin Dekha (1957 film),tt0051117
Bhoot Bungla,tt0271397
Man Pasand,tt0157965
Watan Ke Rakhwale,tt0094299
Qila,tt0286907
Saas Bahu Aur Sensex,tt1241334
Dil Hai Betaab,tt0359157
Pyar Ka Mausam,tt0230670
Aya Sawan Jhoom Ke,tt0229950
The Gold Medal,tt0245922
Khap,tt1801521
Anmol,tt0106287
Kasam (2001 film),tt17300422
Yaar Gaddar,tt0111780
Dil Ne Phir Yaad Kiya (2001 film),tt0273535
Ankahee (1985 film),null
Naseem,nm3157251
Haath Ki Safai,tt0239448
Aulad (1987 film),tt17299592
Do Ladke Dono Kadke,tt0157545
U R My Jaan,tt1847736
Love Shagun,tt5130348
Do Qaidi,tt0359169
Jaal (1952 film),null
Ravan Raaj: A True Story,tt0114236
Mr. X in Bombay,tt0357926
Mai (2013 film),tt2464018
Khote Sikkay,tt0155805
Gora Aur Kala,tt0357710
Shaadi Ka Laddoo,tt0414503
Uttar Dakshin,tt0096355
Station (2014 film),tt4258464
Manmadha Leelai,tt19265480
Dastaan (1972 film),null
Geet (1970 film),tt19380358
Warrant,tt18560250
Pratikar,tt0363905
Magic Magic 3D,tt0309800
Ishq Forever,tt4979160
Jhanak Jhanak Payal Baaje,tt0145856
Sirf,tt24485052
Agnipankh,tt10745584
Phool (1993 film),tt23422354
Titoo MBA,tt3309844
Seema (1955 film),tt21304064
Anpadh,tt0206554
Meera (1979 film),tt20865700
Naya Zamana,tt0067478
Login,tt2188805
Besharam,tt2576450
Dalaal,tt0106653
Aa Gale Lag Jaa (1994 film),tt0177473
Ek Haseena Thi Ek Deewana Tha,tt6349528
Chase (2010 film),tt1592846
Pyaasa (2002 film),null
Griha Pravesh,tt0156581
Geet Gaata Chal,tt0165795
Aaye Din Bahar Ke,tt0229952
Shikar (1968 film),null
Chhota Bheem and the Throne of Bali,tt3324810
Joshila,tt0158690
Meri Biwi Ki Shaadi,tt0378350
Maa (1991 film),tt0102015
Jaan Se Pyaara,tt0193246
Bade Dil Wala,tt0317117
Meerabai Not Out,tt1024852
Zara Si Zindagi,tt0155408
Hume Tumse Pyaar Kitna,tt6862542
Haseena Maan Jayegi,tt0239452
Thodisi Bewafaii,tt0081624
Paap Ki Duniya,tt0243472
Swarag Se Sunder,tt0155227
Mujhe Meri Biwi Se Bachaao,tt0272735
Swati (1986 film),tt0093181
Say Salaam India,tt1020899
Chargesheet,tt1368453
Jaal (1986 film),tt0093181
Sindoor (1987 film),null
Chhodon Naa Yaar,tt1108831
Love in Simla,tt0318405
Aaina (1977 film),null
Soch Lo,tt1630613
Sharada (1957 film),null
Farz (1967 film),null
Fakira,tt0298327
Bewafa Sanam,tt0102835
Dharm Adhikari,tt0186799
Aag Hi Aag,tt0177487
Paranthe Wali Gali,tt2907156
Ishq Click,tt4579982
Aaj Ki Taaza Khabar,tt0177502
Satyamev Jayate,tt0230737
Mazdoor,tt0156780
Pyaar Ka Mandir,tt0155074
Do Jasoos,tt0361515
Around the World (1967 film),tt9174578
Jeena Isi Ka Naam Hai,tt5756052
Zahreelay,tt0172622
Pehla Pehla Pyar,tt0317985
Gollu Aur Pappu,tt4219300
Khuda Kasam,tt1920986
Massey Sahib,tt0234211
Bairaag,tt0371558
Bandhe Haath,tt0069751
Ek Nazar,tt0068532
Ehsaas: The Feeling,tt0302524
Aag Ka Gola,tt0177489
Taaqat (1995 film),null
Insaaf: The Justice,tt0251143
Journey Beyond Three Seas,tt0050820
Angel (2011 film),tt1777585
Shatranj (1993 film),null
Kash Aap Hamare Hote,tt0352489
Mr. Bhatti on Chutti,tt1127220
Mahal (1969 film),tt27205108
Anuraag (1972 film),null
Sunghursh,tt0063540
Geet Gaya Patharon Ne,tt0379299
Daman,tt12763920
Popcorn Khao! Mast Ho Jao,tt0430480
Aatank,tt0446889
Munimji,tt0048395
Tawaif,tt0090138
Baaz,tt2015304
The Film,nm0000012
Swami Dada,tt0084744
Marte Dam Tak,tt0234207
Kahani Kismat Ki,tt0367921
Saat Rang Ke Sapne,tt0242831
Ata Pata Laapata,tt1956433
Aashiq Hoon Baharon Ka,tt0178207
Inteqam: The Perfect Game,tt0349620
Musafir (1957 film),null
Anand Math,tt0215515
Jheel Ke Us Paar,tt0070241
Dil Jo Na Keh Saka,tt7585620
Jawani Diwani,tt0155775
Katilon Ke Kaatil,tt0262717
Mohabbat (1985 film),null
Taqdeer (1983 film),null
Luv U Alia,tt4581032
Mr. Azaad,tt0110584
Do Chor,tt0284056
Surakksha,tt0246261
Anokhi Raat,tt0147843
Do Badan,tt0231469
Babloo Happy Hai,tt3426144
Maa (1976 film),tt5307094
Dil Pardesi Ho Gayaa,tt0391079
Yakeen (1969 film),null
Milan (1995 film),tt26204436
Ek Din 24 Ghante,tt0380337
Bangaru Bullodu,tt1579530
Dulha Dulhan,tt0058045
Baharen Phir Bhi Aayengi,tt0060145
Amir Garib,tt0233202
Shapath,tt0251395
Aakrosh (1998 film),null
Majhli Didi,tt0139447
Sangdil,tt0130991
Ginny Aur Johnny,tt0452236
Hip Hip Hurray,tt1634526
Himalay Ki God Mein,tt1986813
Aadmi (1993 film),tt23422354
Masterji,tt0187271
Karz Chukana Hai,tt0172646
Zabardast,tt0230991
Jai Vikraanta,tt0343850
Grahan,tt14820482
Chhupa Rustam: A Musical Thriller,tt0279021
Battalion 609,tt9472208
Azaad (1978 film),tt3772932
Pagla Kahin Ka,tt0268519
Bandhan (1969 film),tt0342365
Jhansi Ki Rani (1953 film),tt0044769
Bombay 405 Miles,tt0157418
Joroo Ka Ghulam,tt0156651
Alag Alag,tt0268131
Nazrana (1987 film),null
Ilzaam,tt0091258
Wah Taj,tt5928576
The Don (1995 film),tt15045740
Sone Pe Suhaaga,tt0096139
Gumnaam – The Mystery,tt25627320
Raja Ko Rani Se Pyar Ho Gaya,tt0255543
Arohan,tt0083575
Chitralekha (1964 film),tt0138360
Sagina,tt0072109
Phir Wahi Raat,tt0358020
Waqt Ki Awaz,tt0096415
Do Gaz Zameen Ke Neeche,tt0252385
Masoom (1996 film),null
Love 86,tt0359619
Agent Vinod (1977 film),null
Sanam (1997 film),tt29194990
Koi Mere Dil Mein Hai,tt0478868
Bajrangbali,tt0157845
Yaadein (1964 film),null
Daisy (1988 film),tt25305628
Chhupa Rustam,tt0069871
Dil Tera Diwana (1962 film),tt0250339
Phir Kabhi,tt1236441
Aap Aye Bahaar Ayee,tt0178192
Baharon Ke Sapne,tt0061378
Ab Dilli Dur Nahin,tt26899075
Ranchi Diaries,tt7154994
Be-Imaan,tt0149814
Lahu Ke Do Rang (1979 film),tt0151285
Prem Shakti,tt0267845
Woh Chokri,tt0444983
Saathi,tt0063532
Chorus (1974 film),null
Anokha Bandhan,tt0233226
Heeralaal Pannalal (1978 film),null
Tumse Achha Kaun Hai,tt0158294
Pyar Ki Kahani,tt0067636
From Sydney with Love,tt2185084
Dharam Kanta,tt0379250
Lok Parlok,tt0260144
Raaste Kaa Patthar,tt0069152
Humjoli,tt0175756
Monica,nm0000899
Gair Kanooni,tt0187043
Yeh Dooriyan,tt20420718
Khoon Ka Karz,tt0102201
Devar,nm1393455
Bullet (1976 film),null
Jeene Ki Raah,tt0148353
Sons of Ram,tt14644048
Aamne Samne (1967 film),null
Kaun Sachcha Kaun Jhootha,tt0187202
Awara Baap,tt0092599
Sadiyaan,tt1183944
Ittefaq (2001 film),null
Chaahat – Ek Nasha,tt0447890
P Se PM Tak,tt3255586
Drishti,tt9737600
Phir Wohi Dil Laya Hoon,tt0057409
Bahurani (1989 film),null
Aakhari Decision,tt1606162
Khatarnaak,tt0361796
Lucky Kabootar,tt2612924
Hum Naujawan,tt0154620
Wafa: A Deadly Love Story,tt3838728
Fun – Can Be Dangerous Sometimes,tt0497620
Phir Subah Hogi,tt3418990
Hanste Zakhm,tt0154563
Funtoosh,tt0049243
Tum Haseen Main Jawaan,tt0309005
Sanjog (1985 film),null
Chhailla Babu,tt0257475
Teesri Aankh (1982 film),tt0245494
Zalzala (1988 film),null
Aaj Ki Awaaz,tt0158451
Khilaaf,tt0099929
Mohre,tt2014294
Aasoo Bane Angaarey,tt0106205
Rihaee,tt0259541
Banarasi Babu (1973 film),tt0275217
Maazii,tt2554042
Flat 211,tt4493550
Pataal Bhairavi,tt0154998
Vishwasghaat,tt0341639
Kudiyon Ka Hai Zamana,tt0857385
Pyaasa Sawan,tt0262714
Jaali Note,tt0130797
Dharmputra,tt0158585
Insaniyat (1955 film),null
Apnapan,tt0246433
Garam Masala (1972 film),tt0068620
Justice Chaudhury,tt0187193
Luv U Soniyo,tt2188811
Shastra,tt0117623
Madam X (1994 film),tt0118200
Kanyadaan (1968 film),null
House No. 44,tt0048181
Hulchul (1971 film),null
Mere Hamdam Mere Dost,tt0175908
Cheetah (1994 film),null
Maqsad,tt0154844
Khwaabb,tt2429930
Don't Stop Dreaming,tt0459652
Maseeha,tt0341458
Direct Ishq,tt4340180
Anarkali (1953 film),null
Dhuan,tt1787988
Izzat (1968 film),null
Hariyali Aur Rasta,tt0156593
Jaani Dost,tt0187176
Umar,nm8447231
Baat Bann Gayi,tt2222716
Ghar Ek Mandir,tt15087614
Aakhri Adaalat,tt0177505
Gunaah (1993 film),null
Anjaane (2005 film),null
Andha Yudh,tt0383875
Sharafat,tt0351714
Do Dooni Char,tt0060317
Bahu Begum,tt10590436
Lootmaar,tt0154788
Arpan,tt0247936
Satrangee Parachute,tt1886663
Mawaali,tt28520532
Yeh Mohabbat Hai,tt0309087
Ram Shastra,tt0114232
Palkon Ki Chhaon Mein,tt1868927
Mujhe Jeene Do,tt0057332
Naukari,tt0047271
New Delhi (1956 film),tt28142086
Budtameez,tt0213532
Jogan,tt0141441
Madhosh (1994 film),null
Apradh,tt0175450
Paanch Ghantey Mien Paanch Crore,tt1563732
Banjaran,tt0186857
88 Antop Hill,tt0349058
Sheshnaag,tt0359971
Vijeta (1996 film),null
Aashiqui.in,tt1814619
Fruit and Nut,tt1634329
Prem Geet,tt0313495
Darmiyaan: In Between,tt0286576
Jeevan Dhaara,tt0260107
Chinar Daastaan-E-Ishq,tt5021968
Pyari Behna,tt0155985
Hamari Bahu Alka,tt0157729
Albela (1951 film),null
Jaag Utha Insan,tt0087492
Do Kaliyaan,tt0233587
Pehchaan: The Face of Truth,tt0473684
Jung Baaz,tt0233990
Saatwan Aasman,tt0157003
Ekka Raja Rani,tt0317699
Izzat Ki Roti,tt0172617
Kasak (2005 film),tt11973002
Pratighaat,tt0158107
Amar Deep (1979 film),null
The Silent Heroes,tt4309284
Kalaakaar,tt0187195
Raampur Ka Lakshman,tt0214042
Vansh,tt0404537
Familywala,tt1353093
Bewaffa Se Waffa,tt0149850
Dhaal,tt0135393
Patita (1953 film),null
