Movie Name,IMDb ID
Gomti Ke Kinare,tt0139248
Aabroo (1968 film),null
Prem Vivah,tt0158108
Rootha Na Karo,tt0316506
Daadi Maa,tt0175546
Jawaani,tt2178470
Aur Kaun?,tt0252247
Akarshan,tt0309261
Umar Qaid,tt0073837
Udhar Ka Sindur,tt0298582
Diljalaa,tt0092888
Anokha,tt0233226
Dada (1979 film),tt20865700
Happy Husbands (2011 film),tt1465488
Insaaf Ki Devi,tt0363698
Teen Batti Char Raasta,tt0389440
Kalpana (1960 film),null
Ram Bharose,tt0368194
Teri Baahon Mein,tt0240082
Dr. Vidya,tt0055930
Qatil,tt0359859
Ek Bar Mooskura Do,tt0340092
Tulsi Vivah,tt0158292
Hare Kanch Ki Chooriyan,tt0268349
Nai Roshni (1967 film),tt12453420
Hai Apna Dil Toh Awara,tt5752458
Lafange,tt0175837
Ek Ke Baad Ek,tt0274481
Nausherwan-E-Adil,tt0243447
Durgaa,tt0243230
Khandaan (1979 film),null
Afsar (1950 film),null
Aadharshila,tt0177480
Solva Sawan,tt0156093
Hum Intezaar Karenge,tt0363691
Patita (1980 film),null
Badnam Farishte,tt0384822
Apna Bana Lo,tt0247933
Pran Jaye Par Vachan Na Jaye,tt0070558
Taxi Chor,tt0081605
Humshakal (1992 film),null
Paisa Yeh Paisa,tt0419005
Aakhri Daku,tt0178172
Bhookamp,tt0350613
Ameer Aadmi Gharib Aadmi,tt0213449
Bharosa,tt0056866
Jawab (1970 film),tt19380358
Payal Ki Jhankaar,tt0156882
Do Dilon Ki Dastaan (1985 film),tt0359167
Stuntman,tt6539830
Shiv Ram,tt0376884
Insaaf Ki Awaaz,tt0091267
Aakhri Goli,tt0075618
Trishakti,tt0410809
Dilbar,tt0346870
Laat Saab,tt0104660
Dand Nayak,tt0446118
Marmayogi,tt0260168
Dil Toh Deewana Hai,tt5784778
Ratnadeep,tt0158145
Do Musafir,tt0214635
Mama Bhanja,tt0357890
Love and God,tt0091439
Faulad,tt0175608
Bhayaanak,tt2710158
Anokha Milan,tt0499182
Zindagi Zindagi,tt5946128
Marine Drive,tt10958258
Hanste Khelte (1984 film),tt1252292
Do Dishayen,tt0215721
Param Dharam,tt0363876
Chhoti Bahoo,tt0976027
Atithee,tt0077183
C.I.D. 909,tt0175508
Dana Paani,tt0373778
Dil Tujhko Diya,tt0326600
Sagaai,tt0247680
Adha Din Aadhi Raat,tt1720091
Mulzim,tt0154912
Jodidar,tt0273695
Bekaraar,tt0312445
Sardar (1955 film),null
Papeeha,tt0250642
Lav Kush,tt0290231
Ek Aur Sikander,tt0827765
Humsaya,tt0063111
Talaq (1958 film),tt0195783
Ghar Jamai (1992 film),null
Ek Se Bhale Do,tt0384074
Kabeela,tt0367918
Bahar,nm1587232
Maan Gaye Ustaad,tt0243396
Bhai-Bhai,tt0374887
Zabak,tt0780521
Khoon Ki Pukaar,tt0360712
Sahara (1958 film),null
Balmaa,tt0404806
Ek Hasina Do Diwane,tt0388913
Jahan Ara,tt0137847
Bedaag,tt0207331
Faraar (1955 film),null
Saazish (1998 film),tt23201528
Ek Hi Maqsad,tt0448454
Naya Daur (1978 film),null
Kanwarlal,tt0363735
Dhoti Lota Aur Chowpatty,tt0315487
Aisa Kyon Hota Hai?,tt0465376
Suraj (1997 film),tt29194990
Daulat Ke Dushman,tt0396553
Shri Krishna Leela,tt0270666
Hatim Tai (1956 film),null
Nidaan,tt0273884
Mazaaq,tt7227216
Kangan (1971 film),null
Do Shikaari,tt0367661
Amar Rahe Yeh Pyar,tt0379167
Saanch Ko Aanch Nahin,tt0156999
Maha Shaktimaan,tt0363786
Mayurpankh,tt0140370
Ghar Basake Dekho,tt0268331
Farz Aur Kanoon,tt0257662
Vishwas,nm11743085
Bhai-Bhai (1956 film),tt1924435
Shiv Shakti,tt27719227
Jalte Badan,tt0268395
Hum Sab Chor Hain (1956 film),tt0231763
Aladdin Aur Jadui Chirag,tt0139012
Bindiya Chamkegi,tt0367546
Rama O Rama,tt0096142
Gunahon Ka Devta (1990 film),tt0494953
Mard Ki Zabaan,tt0154846
Aurat (1953 film),null
Opera House (1961 film),tt9239476
Ram Aur Shyam (1996 film),tt0062177
Dushman Devta,tt0363583
Haqeeqat (1985 film),null
Dildaar,tt0154415
Raaja,tt0274026
Kismet (1980 film),null
Married 2 America,tt2158633
Sanjay,nm0004569
Karan,nm2913946
Aaj Ka Andha Kanoon,tt0426863
Garam Coat,tt0325447
Choron Ki Baaraat,tt0237098
Amanat (1955 film),null
Suvarna Sundari,tt26542515
Sheesh Mahal (1950 film),tt0243555
Shaheed-E-Azam,tt4063584
Doosri Dulhan,tt0361532
Aa Jaa Sanam,tt0482671
Ek Baar Chale Aao,tt0340090
Ek Chitthi Pyar Bhari,tt0408734
Kundan,tt0364466
JD,nm0913475
Kahin Hai Mera Pyar,tt3585758
Ek Phool Teen Kante,tt0251068
Nasbandi,tt0232164
Raj Hath,tt0129331
Dooriyaan,tt0156485
Beqasoor,tt0128962
Begunaah,tt1692184
Pyaar Diwana,tt0274019
Situm,nm7910408
Sabse Bada Sukh,tt0069204
Phool Bane Angaare,tt0362023
Jai Shiv Shankar,tt0384220
Shehnai (1964 film),null
Bheegi Palkein,tt0242311
Ladki,tt11924110
Mere Bhaiya,tt0156791
Awara Badal,tt0231204
Agneekaal,tt0096775
Adhikar (1971 film),null
Raaz (1981 film),null
Chanda Aur Bijli,tt0147973
Sahhas,tt0246212
Kabhie Tum Kabhie Hum,tt0367919
Taqdeer Ka Badshah,tt0362218
Khazana,nm2299825
Dharam Sankat,tt0371631
Dav Pech,tt0926191
Be-Lagaam,tt0395469
Take It Easy (2015 film),tt4384270
Seepeeyan,tt2784992
Rungoli,tt0056394
Meera Ka Mohan,tt0378343
Main Tere Liye,tt0154820
The Naxalites,tt0081219
Chhoti Chhoti Baten,tt0255050
Shehar Aur Sapna,tt0152400
Zulm-O-Sitam,tt0395827
Phaansi Ke Baad,tt0237565
Naunihal,tt0425287
Yash,nm5232139
Goonj (1974 film),null
Unees-Bees,tt0388499
Memsaab,tt8529070
Tahqiqaat,tt0448790
Jal Mahal,tt0230357
Khanjar (1980 film),null
Rakta Bandhan,tt0359875
Mazdoor Zindabaad,tt0374033
Ek Kunwari Ek Kunwara,tt0239362
Jeewan Jyoti (1953 film),tt0231817
Dharamyudh,tt0095010
Apradhi Kaun? (1982 film),tt0083569
Kisan Aur Bhagwan,tt0157900
Dil Ka Raja,tt10409810
Laparwah,tt0246033
Jay Vejay,nm1994146
Maha Badmaash,tt0382825
Khote Sikkey,tt0495848
Rani Mera Naam,tt0284421
Patanga,tt0266839
Hum Farishte Nahin,tt0366593
Bazaar E Husn,tt3854246
Fredrick,nm0000625
Yari Dushmani,tt0081783
Amar Shakti,tt0236977
Karm Yudh,tt0362797
Mera Rakshak,tt0374039
Jaaydaad,tt0427400
Aurat Teri Yehi Kahani,tt0388748
Aatish,nm0438089
Aag Aur Daag,tt0177486
Risknamaa,tt9795264
Sangeet Samrat Tansen,tt0368239
Rishte Naate,tt0453335
Ghaav: The Wound,tt0391187
Mahua,tt0242639
Bambai Raat Ki Bahon Mein,tt0062748
Chand,nm4575116
Shubh Kaamna,tt0417131
Ek Mutthi Aasmaan,tt3430920
Parinay,tt0266832
Jailor (1958 film),null
Do Boond Pani,tt0067000
Raj Tilak (1958 film),null
Naya Andaz,tt0049545
Khule-Aam,tt0416890
Gaai Aur Gori,tt0276150
Ek Gaon Ki Kahani,tt0215743
Khazanchi (1958 film),null
Zakhmi Rooh,tt0391547
Salaam Memsaab,tt1519394
Pardesi (1993 film),null
Meri Jung Ka Elaan,tt0481880
Kaarnama,tt0406007
Yeh Dil Kisko Doon,tt0447559
Sapnon Ka Mandir,tt0352809
Hadh: Life on the Edge of Death,tt0396044
Jeevan Ki Shatranj,tt1326149
Faraib,tt0361601
Dil Se Mile Dil,tt0357602
Aaj Ka Samson,tt0482669
Bal Ganesh 2,tt8823390
Aarop,tt0154108
Jeena Teri Gali Mein,tt0398134
Apne Dushman,tt0373683
Adhikar (1954 film),null
Himmatvar,tt0447196
Lagaam (1976 film),null
Faisla,tt0157571
Jeevan Jyoti (1976 film),tt0392187
Anjaan Hai Koi,tt0242272
Nasoor,tt18344644
Aji Bas Shukriya,tt0229966
Naach Uthe Sansaar,tt0359728
Mome Ki Gudiya,tt0234261
Zameen Aasmaan (1972 film),tt0069534
Bindiya (1960 film),null
Raftaar (1975 film),null
Char Paise,tt0377632
Maha Shaktishaali,tt0440604
Vaade Iraade,tt0363170
Irada (1991 film),tt2280932
Nafrat,tt0374079
Meraa Dost Meraa Dushman,tt0232080
Numbri Aadmi,tt0363851
Kabhie Ajnabi The,tt7979510
Ghamandee,tt0380384
Smuggler (1996 film),null
Chor Pe Mor,tt0382604
Sarkari Mehmaan,tt0371932
Fauji (1995 film),tt26204436
Dilwale Kabhi Na Hare,tt0400365
Sarhad: The Border of Crime,tt0114337
Do Fantoosh,tt0450608
Kalyug Ke Avtaar,tt0400565
Hanuman Vijay,tt0242502
Shodh,tt19865932
Amma (1986 film),tt0093181
Jaggu,nm0006763
Kaagaz Ki Nao,tt0230389
Rivaaj,tt0254737
Do Raha,tt0408695
Laagi Nahi Chhute Ram,tt0234070
Hum Panchhi Ek Daal Ke,tt0269344
Gunahon Ka Faisla,tt0243294
Parde Ke Peechey,tt0314487
Pardesi,tt2011180
Sasural (1984 film),null
Aafat,tt9025262
Andhi Gali,tt0158465
Ustaad (1989 film),null
Jeeo Shaan Se,tt0809515
Yasmin (1955 film),null
Hira Aur Patthar,tt0156608
Beti,tt0057884
Aparoopa,tt28313870
Singhasan,tt0234739
Mera Saathi,tt0257910
Shikshaa,tt0165941
Manzilein Aur Bhi Hain,tt0156771
Nyaydaata,tt0489530
Haar Jeet (1972 film),null
Mittal v/s Mittal,tt1607607
Pyaara Dushman,tt0362057
Nishan (1965 film),null
Daanveer,tt0294492
Aaj Ka Ye Ghar,tt0177498
Janam Se Pehle,tt0230358
Aasmaan,nm2779901
Ahinsa (1979 film),tt0078738
Aaj Ke Shahenshah,tt0243103
Rakhtbeej,tt3431756
Jadu Ka Shankh,tt0250441
Yaaron Ka Yaar,tt0398394
Pushpanjali (1970 film),tt0268555
Har Har Gange,tt0242504
Aurat Aurat Aurat,tt12788754
Insaaniyat,tt0395602
Nagin Aur Suhagin,tt0386664
Yuhi Kabhi,tt0388554
Hum Tum Aur Woh (1971 film),tt0378073
Haiwan,tt9108316
Mohabbat Ki Kasam,tt0376768
Dhamkee,tt0231453
Zulm Ka Badla,tt0390666
Mere Saath Chal,tt0418881
Jadoo (1951 film),null
Chhoo Mantar,tt0049071
Mohabbat Aur Jung,tt0479718
Abhi To Jee Lein,tt0178217
Kasum Khoon Ki,tt0298952
Sansani: The Sensation,tt0479747
Jwala Daku,tt2663818
Chor Ho To Aisa,tt0381951
Vidyaarthi,nm0896573
Ladki Sahyadri Ki,tt0418818
Meri Aan,tt0360791
Farishta Ya Qatil,tt0367723
Chupp,tt0286545
Tarkeeb,tt0246269
Ganga Tera Pani Amrit,tt0369446
Puraskar,tt0284411
Pyar Ka Bandhan,tt0374146
Paanch Fauladi,tt0430446
Police Wala,tt0363896
Mera Yaar Mera Dushman,tt0368022
Naya Nasha,tt0271670
Ek Shola,tt0373814
Return of Mr. Superman,tt2100612
Meinu Ek Ladki Chaahiye,tt3169676
The Revenge: Geeta Mera Naam,tt0778824
Vardaan,tt0247015
Sampark,tt0396199
Farebi,tt0357651
Sone Ka Dil Lohe Ke Haath,tt0392784
Aakhri Kasam,tt0178177
Rakhi Aur Rifle,tt0430508
Do Phool (1958 film),null
Khoon Ka Badla Khoon,tt0231901
Kab Tak Chup Rahungi,tt0254462
Pandit Aur Pathan,tt1176126
Yaaram (2019 film),null
Rao Saheb,tt0240849
Adharm (2006 film),tt2435680
Chandni Chowk,tt1091229
Ghar Bazar,tt1265654
Balram Shri Krishna,tt0157346
Maan Apmaan,tt0359634
Daku Aur Mahatma,tt0245854
Sa-Re-Ga-Ma-Pa,tt1755864
Jiyo To Aise Jiyo,tt0392193
Pyar Ka Rog,tt0362056
Honour Killing,tt4335698
Sewak,tt0359960
Waqt Ki Pukar,tt0363196
Jaan-e-Bahaar,tt0283417
Aag Laga Do Sawan Ko,tt0402741
Shakka,nm6119219
Wake Up India,tt3766798
Yeh Zindagi Kitni Haseen Hai,tt0397743
Raat Ke Rahi,tt0385978
Albela (1971 film),null
Murari the Mad Gentleman,tt5456810
Mumbai Mast Kallander,tt1900937
Garam Khoon,tt0432866
Rustom-E-Baghdad,tt0778828
Nishad (2002 film),null
Jaan Pechaan,tt0439639
Paraya Ghar,tt0232276
Zimbo,nm0001168
Madadgaar,tt0357879
Haseenon Ka Devata,tt0245935
Mazloom,tt0359677
Jhoola (1962 film),tt0056120
Do Yaar,tt0085743
Barkha (1960 film),tt0233292
Mere Genie Uncle,tt2585654
Kaanch Ki Deewar,tt0366656
Pyar Pyar,tt0250415
Heera-Moti,tt0426016
Woh Jo Hasina,tt0387692
Maine Jeena Seekh Liya,tt0374016
Swarg Jaisaa Ghar,tt0364039
null,null
Tere Pyar Mein (1979 film),tt12651396
Mehmaan,tt0213879
Sorry Daddy,tt4994210
Raadha Aur Seeta,tt0378633
Dafaa 302,tt0359129
Calapor,tt3311236
